record_id,year,month,month_name,quarter,fiscal_period,facility_id,facility_name,country,region,facility_size,facility_employees,meter_type,scope,consumption,unit,emissions_tco2e,improvement_factor
ENV-0011608,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,237.702,MWh,0.0024,0.9547
ENV-0011609,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,208.703,MWh,0.0021,0.9547
ENV-0011610,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,221.871,MWh,0.0022,0.9547
ENV-0011611,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,LATIN AMERICA,Medium,580,Renewable Energy,Scope 2,184.386,MWh,0.0018,0.9547
ENV-0011612,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,49.178,MWh,0.0005,0.9547
ENV-0011613,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,47.081,MWh,0.0005,0.9547
ENV-0011614,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,268.39,MWh,0.0027,0.9547
ENV-0011615,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,93.39,MWh,0.0009,0.9547
ENV-0011616,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,,MWh,0.0019,0.9547
ENV-0011617,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,221.789,MWh,0.0022,0.9547
ENV-0011618,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,3787.683,m3,0.0,0.9547
ENV-0011619,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,790.281,m3,0.0,0.9547
ENV-0011620,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,840.972,m3,0.0,0.9547
ENV-0011621,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,1566.497,m3,0.0,0.9547
ENV-0011622,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,2424.988,m3,0.0,0.9547
ENV-0011623,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,LATIN AMERICA,Medium,580,Water,N/A,2730.53,m3,0.0,0.9547
ENV-0011624,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,849.565,m3,0.0,0.9547
ENV-0011625,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,1666.979,m3,0.0,0.9547
ENV-0011626,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,3841.201,m3,0.0,0.9547
ENV-0011627,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,2091.937,m3,0.0,0.9547
ENV-0011628,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,2658.496,m3,0.0,0.9547
ENV-0011629,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,778.905,m3,0.0,0.9547
ENV-0011630,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,24.823,tonnes,0.0,0.9547
ENV-0011631,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,19.022,tonnes,0.0,0.9547
ENV-0011632,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,10.169,tonnes,0.0,0.9547
ENV-0011633,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,8.652,tonnes,0.0,0.9547
ENV-0011634,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,26.5,tonnes,0.0,0.9547
ENV-0011635,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,16.557,tonnes,0.0,0.9547
ENV-0011636,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,11.121,tonnes,0.0,0.9547
ENV-0011637,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,26.95,tonnes,0.0,0.9547
ENV-0011638,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,31.864,tonnes,0.0,0.9547
ENV-0011639,2023,6,June,Q2,2023-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,38.191,tonnes,0.0,0.9547
ENV-0011640,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Natural Gas,Scope 1,99.684,GJ,0.2014,0.9346
ENV-0011641,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Natural Gas,Scope 1,175.353,GJ,0.3542,0.9346
ENV-0011642,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Natural Gas,Scope 1,185.115,GJ,0.3739,0.9346
ENV-0011643,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Natural Gas,Scope 1,161.855,GJ,0.3269,0.9346
ENV-0011644,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Natural Gas,Scope 1,,GJ,0.3733,0.9346
ENV-0011645,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Natural Gas,Scope 1,240.973,GJ,0.4868,0.9346
ENV-0011646,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Diesel,Scope 1,338.072,litres,0.906,0.9346
ENV-0011647,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Diesel,Scope 1,1195.3,litres,3.2034,0.9346
ENV-0011648,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Diesel,Scope 1,1129.276,litres,3.0265,0.9346
ENV-0011649,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Diesel,Scope 1,728.147,litres,1.9514,0.9346
ENV-0011650,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Diesel,Scope 1,253.04,litres,0.6781,0.9346
ENV-0011651,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Diesel,Scope 1,803.038,litres,2.1521,0.9346
ENV-0011652,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Diesel,Scope 1,917.426,litres,2.4587,0.9346
ENV-0011653,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Diesel,Scope 1,163.226,litres,0.4374,0.9346
ENV-0011654,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Diesel,Scope 1,1055.508,litres,2.8288,0.9346
ENV-0011655,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,161.267,MWh,0.0726,0.9346
ENV-0011656,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,681.577,MWh,0.3067,0.9346
ENV-0011657,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,636.957,MWh,0.2866,0.9346
ENV-0011658,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,96.561,MWh,0.0435,0.9346
ENV-0011659,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,149.9,MWh,0.0675,0.9346
ENV-0011660,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,601.837,MWh,0.2708,0.9346
ENV-0011661,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Renewable Energy,Scope 2,43.842,MWh,0.0004,0.9346
ENV-0011662,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Renewable Energy,Scope 2,108.591,MWh,0.0011,0.9346
ENV-0011663,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Renewable Energy,Scope 2,166.698,MWh,0.0017,0.9346
ENV-0011664,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Renewable Energy,Scope 2,36.738,MWh,0.0004,0.9346
ENV-0011665,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Renewable Energy,Scope 2,97.606,MWh,0.001,0.9346
ENV-0011666,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Renewable Energy,Scope 2,154.969,MWh,0.0015,0.9346
ENV-0011667,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Renewable Energy,Scope 2,202.58,MWh,0.002,0.9346
ENV-0011668,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Renewable Energy,Scope 2,93.637,MWh,0.0009,0.9346
ENV-0011669,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,2803.463,m3,0.0,0.9346
ENV-0011670,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,717.923,m3,0.0,0.9346
ENV-0011671,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,2309.851,m3,0.0,0.9346
ENV-0011672,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,511.421,m3,0.0,0.9346
ENV-0011673,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,2188.64,m3,0.0,0.9346
ENV-0011674,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,2175.091,m3,0.0,0.9346
ENV-0011675,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,392.246,m3,0.0,0.9346
ENV-0011676,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,1478.893,m3,0.0,0.9346
ENV-0011677,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,18.456,tonnes,0.0,0.9346
ENV-0011678,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,25.097,tonnes,0.0,0.9346
ENV-0011679,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,22.975,tonnes,0.0,0.9346
ENV-0011680,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,17.476,tonnes,0.0,0.9346
ENV-0011681,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,2.334,tonnes,0.0,0.9346
ENV-0011682,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,8.47,tonnes,0.0,0.9346
ENV-0011683,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,30.232,tonnes,0.0,0.9346
ENV-0011684,2023,6,June,Q2,2023-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,13.36,tonnes,0.0,0.9346
ENV-0011685,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Natural Gas,Scope 1,610.915,GJ,1.234,0.9252
ENV-0011686,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Natural Gas,Scope 1,,GJ,0.3357,0.9252
ENV-0011687,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Natural Gas,Scope 1,765.044,GJ,1.5454,0.9252
ENV-0011688,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Natural Gas,Scope 1,644.294,GJ,1.3015,0.9252
ENV-0011689,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Natural Gas,Scope 1,774.4,GJ,1.5643,0.9252
ENV-0011690,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Natural Gas,Scope 1,593.726,GJ,1.1993,0.9252
ENV-0011691,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,438.714,litres,1.1758,0.9252
ENV-0011692,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,1778.249,litres,4.7657,0.9252
ENV-0011693,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,3910.412,litres,10.4799,0.9252
ENV-0011694,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,2075.984,litres,5.5636,0.9252
ENV-0011695,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,4126.827,litres,11.0599,0.9252
ENV-0011696,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,819.15,litres,2.1953,0.9252
ENV-0011697,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,2498.115,litres,6.6949,0.9252
ENV-0011698,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,2579.065,litres,6.9119,0.9252
ENV-0011699,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,3085.945,litres,8.2703,0.9252
ENV-0011700,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,2405.266,litres,6.4461,0.9252
ENV-0011701,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,774.079,litres,2.0745,0.9252
ENV-0011702,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,604.528,litres,1.6201,0.9252
ENV-0011703,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Grid Electricity,Scope 2,1548.978,MWh,0.697,0.9252
ENV-0011704,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Grid Electricity,Scope 2,569.761,MWh,0.2564,0.9252
ENV-0011705,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Grid Electricity,Scope 2,1548.02,MWh,0.6966,0.9252
ENV-0011706,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Grid Electricity,Scope 2,504.44,MWh,0.227,0.9252
ENV-0011707,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Grid Electricity,Scope 2,1670.597,MWh,0.7518,0.9252
ENV-0011708,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Grid Electricity,Scope 2,1214.561,MWh,0.5466,0.9252
ENV-0011709,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Grid Electricity,Scope 2,1757.784,MWh,0.791,0.9252
ENV-0011710,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Grid Electricity,Scope 2,218.453,MWh,0.0983,0.9252
ENV-0011711,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Grid Electricity,Scope 2,779.979,MWh,0.351,0.9252
ENV-0011712,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,472.289,MWh,0.0047,0.9252
ENV-0011713,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,616.041,MWh,0.0062,0.9252
ENV-0011714,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,496.691,MWh,0.005,0.9252
ENV-0011715,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,208.737,MWh,0.0021,0.9252
ENV-0011716,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,333.545,MWh,0.0033,0.9252
ENV-0011717,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,159.117,MWh,0.0016,0.9252
ENV-0011718,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,143.345,MWh,0.0014,0.9252
ENV-0011719,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,457.446,MWh,0.0046,0.9252
ENV-0011720,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,171.503,MWh,0.0017,0.9252
ENV-0011721,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,617.792,MWh,0.0062,0.9252
ENV-0011722,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,389.935,MWh,0.0039,0.9252
ENV-0011723,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,296.756,MWh,0.003,0.9252
ENV-0011724,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,5614.497,m3,0.0,0.9252
ENV-0011725,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,4587.332,m3,0.0,0.9252
ENV-0011726,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,1328.995,m3,0.0,0.9252
ENV-0011727,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,6305.158,m3,0.0,0.9252
ENV-0011728,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,5013.376,m3,0.0,0.9252
ENV-0011729,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,3248.104,m3,0.0,0.9252
ENV-0011730,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,6514.842,m3,0.0,0.9252
ENV-0011731,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,7782.887,m3,0.0,0.9252
ENV-0011732,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,5861.503,m3,0.0,0.9252
ENV-0011733,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,4671.04,m3,0.0,0.9252
ENV-0011734,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,13.604,tonnes,0.0,0.9252
ENV-0011735,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,49.616,tonnes,0.0,0.9252
ENV-0011736,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,27.561,tonnes,0.0,0.9252
ENV-0011737,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,41.086,tonnes,0.0,0.9252
ENV-0011738,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,83.861,tonnes,0.0,0.9252
ENV-0011739,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,40.43,tonnes,0.0,0.9252
ENV-0011740,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,62.205,tonnes,0.0,0.9252
ENV-0011741,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,12.635,tonnes,0.0,0.9252
ENV-0011742,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,54.205,tonnes,0.0,0.9252
ENV-0011743,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,78.786,tonnes,0.0,0.9252
ENV-0011744,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,42.763,tonnes,0.0,0.9252
ENV-0011745,2023,7,July,Q3,2023-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,41.006,tonnes,0.0,0.9252
ENV-0011746,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Natural Gas,Scope 1,717.737,GJ,1.4498,0.9682
ENV-0011747,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Natural Gas,Scope 1,486.848,GJ,0.9834,0.9682
ENV-0011748,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Natural Gas,Scope 1,505.029,GJ,1.0202,0.9682
ENV-0011749,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Natural Gas,Scope 1,452.899,GJ,0.9149,0.9682
ENV-0011750,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Natural Gas,Scope 1,452.625,GJ,0.9143,0.9682
ENV-0011751,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Natural Gas,Scope 1,328.49,GJ,0.6635,0.9682
ENV-0011752,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,408.092,litres,1.0937,0.9682
ENV-0011753,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,1761.555,litres,4.721,0.9682
ENV-0011754,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,2972.448,litres,7.9662,0.9682
ENV-0011755,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,1697.981,litres,4.5506,0.9682
ENV-0011756,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,1893.119,litres,5.0736,0.9682
ENV-0011757,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,1462.461,litres,3.9194,0.9682
ENV-0011758,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,1391.355,litres,3.7288,0.9682
ENV-0011759,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,2351.91,litres,6.3031,0.9682
ENV-0011760,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,1544.885,litres,4.1403,0.9682
ENV-0011761,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,2192.477,litres,5.8758,0.9682
ENV-0011762,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,2991.12,litres,8.0162,0.9682
ENV-0011763,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,668.9,MWh,0.301,0.9682
ENV-0011764,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,940.383,MWh,0.4232,0.9682
ENV-0011765,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,NORTH AMERICA,Large,950,Grid Electricity,Scope 2,634.401,MWh,0.2855,0.9682
ENV-0011766,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,1062.81,MWh,0.4783,0.9682
ENV-0011767,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,410.216,MWh,0.1846,0.9682
ENV-0011768,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,1523.583,MWh,0.6856,0.9682
ENV-0011769,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,710.564,MWh,0.3198,0.9682
ENV-0011770,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,807.82,MWh,0.3635,0.9682
ENV-0011771,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,1147.6,MWh,0.5164,0.9682
ENV-0011772,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,323.838,MWh,0.1457,0.9682
ENV-0011773,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,564.159,MWh,0.2539,0.9682
ENV-0011774,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,602.247,MWh,0.271,0.9682
ENV-0011775,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Renewable Energy,Scope 2,352.684,MWh,0.0035,0.9682
ENV-0011776,2023,7,July,Q3,2023-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Renewable Energy,Scope 2,311.841,MWh,0.0031,0.9682
