record_id,year,audit_number,supplier_id,supplier_name,category,country,annual_spend_usd,risk_profile,is_critical,audit_score,labor_compliance_pct,env_compliance_pct,safety_compliance_pct,non_conformances,audit_result,corrective_action
SUP-000348,2023,1,SUP-0028,"Hoffman, Baker and Richards",IT Services,Other,2326932.34,Medium Risk,False,75.02,77.05,78.42,68.56,2,Conditional Approval,True
SUP-000349,2023,1,SUP-0029,"Ross, Robinson and Bright",Packaging,Brazil,2570067.79,Medium Risk,False,66.92,63.69,63.78,60.68,4,Conditional Approval,True
SUP-000350,2023,2,SUP-0029,"Ross, Robinson and Bright",Packaging,Brazil,2570067.79,Medium Risk,False,75.81,79.89,72.37,73.35,4,Conditional Approval,True
SUP-000351,2023,1,SUP-0030,"Snyder, Campos and Callahan",Energy,Germany,2953574.7,Low Risk,False,,90.79,88.06,86.54,1,Approved,True
SUP-000352,2023,1,SUP-0031,Burton Ltd,Packaging,Germany,137009.27,Medium Risk,False,77.82,77.83,71.06,73.48,2,Conditional Approval,True
SUP-000353,2023,2,SUP-0031,Burton Ltd,Packaging,Germany,137009.27,Medium Risk,False,73.32,73.84,79.16,65.4,4,Conditional Approval,True
SUP-000354,2023,1,SUP-0032,Carlson-Cruz,Facilities Management,Mexico,1137338.08,Medium Risk,False,52.19,45.98,45.6,47.0,8,Requires Improvement,True
SUP-000355,2023,1,SUP-0033,"Ferrell, Rice and Maddox",Energy,USA,156378.41,Low Risk,False,82.22,81.56,71.78,77.85,1,Conditional Approval,True
SUP-000356,2023,1,SUP-0034,Frazier Inc,Energy,South Korea,3424329.91,Medium Risk,True,70.65,74.73,58.03,61.22,4,Conditional Approval,True
SUP-000357,2023,2,SUP-0034,Frazier Inc,Energy,South Korea,3424329.91,Medium Risk,True,78.32,78.7,80.28,69.99,4,Conditional Approval,True
SUP-000358,2023,1,SUP-0035,"Dyer, Potter and Mack",Components,China,1492310.87,Low Risk,False,88.23,83.94,81.7,79.54,1,Approved,True
SUP-000359,2023,2,SUP-0035,"Dyer, Potter and Mack",Components,China,1492310.87,Low Risk,False,74.12,71.88,70.78,75.97,4,Conditional Approval,True
SUP-000360,2023,1,SUP-0036,Rodriguez-Graham,Components,USA,3594751.62,Low Risk,False,85.32,88.58,88.65,76.31,0,Approved,False
SUP-000361,2023,1,SUP-0037,Smith-Bowen,IT Services,USA,3142843.5,Medium Risk,False,77.14,68.82,72.17,69.7,2,Conditional Approval,True
SUP-000362,2023,2,SUP-0037,Smith-Bowen,IT Services,USA,3142843.5,Medium Risk,False,68.21,63.69,69.77,60.78,3,Conditional Approval,True
SUP-000363,2023,1,SUP-0038,"Baker, Mason and White",Raw Materials,India,4331901.01,Medium Risk,False,60.41,59.0,62.51,62.68,1,Requires Improvement,True
SUP-000364,2023,2,SUP-0038,"Baker, Mason and White",Raw Materials,India,4331901.01,Medium Risk,False,76.05,73.47,80.39,67.48,3,Conditional Approval,True
SUP-000365,2023,1,SUP-0039,Harrell LLC,Logistics,USA,1075555.67,Low Risk,True,83.88,86.58,72.95,86.86,2,Conditional Approval,True
SUP-000366,2023,2,SUP-0039,Harrell LLC,Logistics,USA,1075555.67,Low Risk,True,74.41,71.65,75.29,68.88,3,Conditional Approval,True
SUP-000367,2023,3,SUP-0039,Harrell LLC,Logistics,USA,1075555.67,Low Risk,True,88.27,81.95,84.91,83.59,1,Approved,True
SUP-000368,2023,4,SUP-0039,Harrell LLC,Logistics,USA,1075555.67,Low Risk,True,84.96,88.68,79.17,81.1,0,Conditional Approval,False
SUP-000369,2023,1,SUP-0040,"Romero, Gonzalez and Brooks",Components,India,91391.97,Medium Risk,True,74.38,73.89,66.81,63.44,1,Conditional Approval,True
SUP-000370,2023,2,SUP-0040,"Romero, Gonzalez and Brooks",Components,India,91391.97,Medium Risk,True,65.02,60.09,59.03,67.85,1,Conditional Approval,True
SUP-000371,2023,3,SUP-0040,"Romero, Gonzalez and Brooks",Components,India,91391.97,Medium Risk,True,77.06,75.49,75.97,74.92,1,Conditional Approval,True
SUP-000372,2023,1,SUP-0041,Ryan PLC,Professional Services,China,2357221.53,Medium Risk,False,65.06,64.27,67.4,62.08,2,Conditional Approval,True
SUP-000373,2023,2,SUP-0041,Ryan PLC,Professional Services,China,2357221.53,Medium Risk,False,57.47,54.47,51.12,62.33,8,Requires Improvement,True
SUP-000374,2023,1,SUP-0042,George Group,Components,China,958105.29,Medium Risk,True,72.67,67.27,77.05,65.21,1,Conditional Approval,True
SUP-000375,2023,2,SUP-0042,George Group,Components,China,958105.29,Medium Risk,True,79.76,78.74,73.03,86.4,4,Conditional Approval,True
SUP-000376,2023,1,SUP-0043,Rodriguez LLC,Professional Services,China,4236892.83,Low Risk,True,,89.23,95.29,92.93,2,Approved,True
SUP-000377,2023,2,SUP-0043,Rodriguez LLC,Professional Services,China,4236892.83,Low Risk,True,79.57,75.3,83.83,81.38,4,Conditional Approval,True
SUP-000378,2023,3,SUP-0043,Rodriguez LLC,Professional Services,China,4236892.83,Low Risk,True,92.74,85.56,85.92,88.51,0,Approved,False
SUP-000379,2023,4,SUP-0043,Rodriguez LLC,Professional Services,China,4236892.83,Low Risk,True,78.26,69.47,76.21,81.02,2,Conditional Approval,True
SUP-000380,2023,1,SUP-0044,Allen-Allen,Components,India,1561132.34,Medium Risk,False,66.96,70.37,65.26,68.72,1,Conditional Approval,True
SUP-000381,2023,2,SUP-0044,Allen-Allen,Components,India,1561132.34,Medium Risk,False,57.91,49.02,56.64,54.08,5,Requires Improvement,True
SUP-000382,2023,1,SUP-0045,"Arroyo, Miller and Tucker",IT Services,China,603937.94,Low Risk,False,88.14,83.97,81.87,89.71,0,Approved,False
SUP-000383,2023,1,SUP-0046,Spence PLC,Components,China,3424283.86,Medium Risk,True,54.6,51.94,52.45,57.42,5,Requires Improvement,True
SUP-000384,2023,2,SUP-0046,Spence PLC,Components,China,3424283.86,Medium Risk,True,56.88,56.59,52.06,58.03,3,Requires Improvement,True
SUP-000385,2023,1,SUP-0047,Anderson Group,Components,USA,3248023.71,Medium Risk,False,70.98,74.65,67.39,68.76,1,Conditional Approval,True
SUP-000386,2023,1,SUP-0048,"Martin, Rose and Obrien",Facilities Management,Mexico,4100556.58,High Risk,False,48.57,47.13,49.19,44.86,6,Failed,True
SUP-000387,2023,1,SUP-0049,Hickman Ltd,Packaging,Germany,69123.86,Low Risk,False,78.9,77.12,68.86,83.61,4,Conditional Approval,True
SUP-000388,2023,1,SUP-0050,"Harris, Collins and Carney",Packaging,USA,2811994.26,Low Risk,False,85.39,85.89,88.53,85.85,2,Approved,True
SUP-000389,2023,2,SUP-0050,"Harris, Collins and Carney",Packaging,USA,2811994.26,Low Risk,False,75.76,76.79,74.66,68.08,2,Conditional Approval,True
SUP-000390,2023,1,SUP-0051,"Brooks, Lam and Hayes",IT Services,China,4976617.11,Low Risk,False,87.0,84.1,79.23,79.71,0,Approved,False
SUP-000391,2023,2,SUP-0051,"Brooks, Lam and Hayes",IT Services,China,4976617.11,Low Risk,False,95.04,84.04,84.4,87.46,2,Approved,True
SUP-000392,2023,1,SUP-0052,Walker LLC,Professional Services,Brazil,2321322.63,Low Risk,True,88.49,82.91,87.63,81.02,2,Approved,True
SUP-000393,2023,2,SUP-0052,Walker LLC,Professional Services,Brazil,2321322.63,Low Risk,True,85.38,83.41,84.71,87.33,2,Approved,True
SUP-000394,2023,3,SUP-0052,Walker LLC,Professional Services,Brazil,2321322.63,Low Risk,True,92.75,87.41,90.04,97.11,0,Approved,False
SUP-000395,2023,4,SUP-0052,Walker LLC,Professional Services,Brazil,2321322.63,Low Risk,True,82.81,86.6,84.18,79.95,0,Conditional Approval,False
SUP-000396,2023,1,SUP-0053,Chapman and Sons,IT Services,Brazil,3656564.78,Medium Risk,False,66.99,72.97,54.83,65.18,4,Conditional Approval,True
SUP-000397,2023,2,SUP-0053,Chapman and Sons,IT Services,Brazil,3656564.78,Medium Risk,False,59.05,63.82,49.49,57.61,3,Requires Improvement,True
SUP-000398,2023,1,SUP-0054,"Robinson, Jones and Welch",Logistics,China,1411618.31,Medium Risk,False,71.41,68.66,65.6,66.99,2,Conditional Approval,True
SUP-000399,2023,1,SUP-0055,Jones Inc,Professional Services,USA,3698747.67,Medium Risk,False,66.82,62.86,70.27,67.21,3,Conditional Approval,True
SUP-000400,2023,1,SUP-0056,Jones-Young,IT Services,Germany,4764055.44,Medium Risk,False,76.06,69.36,73.17,70.98,2,Conditional Approval,True
SUP-000401,2023,1,SUP-0057,"Washington, Ryan and Cummings",IT Services,India,4400450.23,Low Risk,False,72.64,72.57,76.2,69.43,4,Conditional Approval,True
SUP-000402,2023,1,SUP-0058,"Johnston, Sanchez and Kennedy",Logistics,South Korea,291076.24,Medium Risk,False,84.12,83.71,81.16,75.4,2,Conditional Approval,True
SUP-000403,2023,1,SUP-0059,Lee-Davis,Packaging,India,947689.36,Low Risk,False,80.71,76.51,76.93,81.11,1,Conditional Approval,True
SUP-000404,2023,2,SUP-0059,Lee-Davis,Packaging,India,947689.36,Low Risk,False,98.54,96.43,93.28,91.93,0,Approved,False
SUP-000405,2023,1,SUP-0060,Gomez-Jenkins,Packaging,Germany,2863966.89,Medium Risk,False,67.77,63.23,68.13,61.98,2,Conditional Approval,True
SUP-000406,2023,1,SUP-0061,"Brown, Valdez and Lucas",Components,Vietnam,3434486.64,Medium Risk,False,60.06,64.29,52.8,55.69,1,Requires Improvement,True
SUP-000407,2023,2,SUP-0061,"Brown, Valdez and Lucas",Components,Vietnam,3434486.64,Medium Risk,False,87.02,80.89,90.41,76.3,0,Approved,False
SUP-000408,2023,1,SUP-0062,Powell LLC,Packaging,Brazil,3896130.98,Low Risk,False,78.43,71.66,80.35,82.64,3,Conditional Approval,True
SUP-000409,2023,1,SUP-0063,Wright and Sons,IT Services,Germany,2631277.38,Medium Risk,True,64.79,61.22,62.31,59.74,3,Requires Improvement,True
SUP-000410,2023,2,SUP-0063,Wright and Sons,IT Services,Germany,2631277.38,Medium Risk,True,79.09,76.44,69.13,78.98,4,Conditional Approval,True
SUP-000411,2023,3,SUP-0063,Wright and Sons,IT Services,Germany,2631277.38,Medium Risk,True,58.48,62.97,56.49,53.11,8,Requires Improvement,True
SUP-000412,2023,4,SUP-0063,Wright and Sons,IT Services,Germany,2631277.38,Medium Risk,True,80.06,84.22,81.49,77.0,0,Conditional Approval,False
SUP-000413,2023,1,SUP-0064,"West, Henderson and Ramirez",Packaging,USA,1455566.93,Low Risk,False,83.21,85.76,77.59,84.94,0,Conditional Approval,False
SUP-000414,2023,2,SUP-0064,"West, Henderson and Ramirez",Packaging,USA,1455566.93,Low Risk,False,79.47,78.12,68.85,86.5,4,Conditional Approval,True
SUP-000415,2023,1,SUP-0065,Baxter Inc,Raw Materials,India,2134268.96,Medium Risk,False,70.04,67.18,61.14,59.7,1,Conditional Approval,True
SUP-000416,2023,1,SUP-0066,Morton-Chase,Professional Services,Mexico,1417959.84,Medium Risk,True,60.88,64.14,52.81,57.44,4,Requires Improvement,True
SUP-000417,2023,2,SUP-0066,Morton-Chase,Professional Services,Mexico,1417959.84,Medium Risk,True,85.55,89.44,86.53,90.43,2,Approved,True
SUP-000418,2023,1,SUP-0067,Williams PLC,Energy,Germany,4307026.14,Low Risk,False,90.3,82.23,90.86,92.58,2,Approved,True
SUP-000419,2023,2,SUP-0067,Williams PLC,Energy,Germany,4307026.14,Low Risk,False,79.81,86.81,81.93,82.1,1,Conditional Approval,True
SUP-000420,2023,1,SUP-0068,Novak and Sons,Raw Materials,Taiwan,216617.12,Low Risk,False,95.22,99.48,86.24,90.24,1,Approved,True
SUP-000421,2023,2,SUP-0068,Novak and Sons,Raw Materials,Taiwan,216617.12,Low Risk,False,81.59,78.33,72.15,82.77,1,Conditional Approval,True
SUP-000422,2023,1,SUP-0069,Russell Group,Packaging,Taiwan,1173406.62,Low Risk,False,92.39,99.16,93.45,97.24,0,Approved,False
SUP-000423,2023,1,SUP-0070,Hancock Inc,Professional Services,Germany,4232483.74,Low Risk,False,95.61,96.01,91.0,94.02,0,Approved,False
SUP-000424,2023,2,SUP-0070,Hancock Inc,Professional Services,Germany,4232483.74,Low Risk,False,89.1,89.46,89.69,84.65,1,Approved,True
SUP-000425,2023,1,SUP-0071,Gray Group,Logistics,Brazil,1538585.98,High Risk,False,61.92,59.61,55.04,57.31,4,Requires Improvement,True
SUP-000426,2023,2,SUP-0071,Gray Group,Logistics,Brazil,1538585.98,High Risk,False,42.37,41.91,34.94,39.27,7,Failed,True
SUP-000427,2023,1,SUP-0072,House-Glover,Facilities Management,Germany,1134306.31,High Risk,False,44.88,40.94,37.0,43.25,5,Failed,True
SUP-000428,2023,1,SUP-0073,Henderson-Bernard,Professional Services,India,3171807.5,Medium Risk,True,54.11,51.45,56.76,52.49,7,Requires Improvement,True
SUP-000429,2023,2,SUP-0073,Henderson-Bernard,Professional Services,India,3171807.5,Medium Risk,True,79.49,78.12,69.3,75.08,3,Conditional Approval,True
SUP-000430,2023,3,SUP-0073,Henderson-Bernard,Professional Services,India,3171807.5,Medium Risk,True,64.97,60.36,51.69,64.4,4,Requires Improvement,True
SUP-000431,2023,1,SUP-0074,"Stanley, Tucker and Lee",Raw Materials,Germany,628104.72,Low Risk,False,95.72,90.25,89.39,97.54,1,Approved,True
SUP-000432,2023,2,SUP-0074,"Stanley, Tucker and Lee",Raw Materials,Germany,628104.72,Low Risk,False,80.59,83.34,76.98,79.58,0,Conditional Approval,False
SUP-000433,2023,1,SUP-0075,Novak PLC,IT Services,China,55596.81,High Risk,False,40.17,38.71,37.62,34.78,6,Failed,True
SUP-000434,2023,2,SUP-0075,Novak PLC,IT Services,China,55596.81,High Risk,False,49.47,49.5,48.34,45.1,3,Failed,True
SUP-000435,2023,1,SUP-0076,"Daniels, Adkins and Brown",Components,China,2601946.22,Low Risk,False,89.92,84.32,88.22,87.92,1,Approved,True
SUP-000436,2023,1,SUP-0077,"Woods, Calhoun and Schmidt",IT Services,China,2807089.08,Low Risk,False,82.64,78.71,80.28,73.43,1,Conditional Approval,True
SUP-000437,2023,1,SUP-0078,Yu Inc,Facilities Management,Mexico,1331768.39,High Risk,False,43.54,39.63,37.04,39.06,4,Failed,True
SUP-000438,2023,1,SUP-0079,Jones Inc,Packaging,India,1100229.88,Low Risk,False,76.69,78.3,65.33,67.92,4,Conditional Approval,True
SUP-000439,2023,2,SUP-0079,Jones Inc,Packaging,India,1100229.88,Low Risk,False,80.11,75.34,80.29,81.44,2,Conditional Approval,True
SUP-000440,2023,1,SUP-0080,"Hensley, Powell and David",Professional Services,Germany,3754673.06,Medium Risk,True,73.51,68.99,65.98,73.91,1,Conditional Approval,True
SUP-000441,2023,2,SUP-0080,"Hensley, Powell and David",Professional Services,Germany,3754673.06,Medium Risk,True,65.82,61.11,67.55,58.18,1,Conditional Approval,True
SUP-000442,2023,3,SUP-0080,"Hensley, Powell and David",Professional Services,Germany,3754673.06,Medium Risk,True,55.44,50.36,45.92,59.33,3,Requires Improvement,True
SUP-000443,2023,4,SUP-0080,"Hensley, Powell and David",Professional Services,Germany,3754673.06,Medium Risk,True,75.68,70.43,74.96,72.26,4,Conditional Approval,True
SUP-000444,2023,1,SUP-0081,"Sanchez, Wheeler and Harvey",IT Services,China,1641706.45,Low Risk,True,85.73,85.71,92.64,84.28,0,Approved,False
SUP-000445,2023,2,SUP-0081,"Sanchez, Wheeler and Harvey",IT Services,China,1641706.45,Low Risk,True,90.75,92.64,79.35,91.98,2,Approved,True
SUP-000446,2023,1,SUP-0082,Sandoval-Cunningham,Energy,China,1708292.5,Medium Risk,False,58.17,56.5,59.95,56.11,4,Requires Improvement,True
SUP-000447,2023,1,SUP-0083,Donovan-Harris,Packaging,China,4094516.73,Low Risk,True,81.73,82.71,83.98,76.12,0,Conditional Approval,False
SUP-000448,2023,2,SUP-0083,Donovan-Harris,Packaging,China,4094516.73,Low Risk,True,93.58,91.17,89.08,86.97,0,Approved,False
SUP-000449,2023,1,SUP-0084,"Edwards, Baker and Anderson",Packaging,China,990226.97,Low Risk,True,81.87,76.87,80.01,76.95,2,Conditional Approval,True
SUP-000450,2023,2,SUP-0084,"Edwards, Baker and Anderson",Packaging,China,990226.97,Low Risk,True,,77.41,66.14,71.73,2,Conditional Approval,True
SUP-000451,2023,3,SUP-0084,"Edwards, Baker and Anderson",Packaging,China,990226.97,Low Risk,True,90.54,94.12,82.33,84.52,1,Approved,True
SUP-000452,2023,1,SUP-0085,"Evans, Stewart and Walton",Facilities Management,USA,2914456.69,Low Risk,False,85.76,86.72,78.51,82.4,2,Approved,True
SUP-000453,2023,1,SUP-0086,Smith PLC,IT Services,China,3118586.93,Low Risk,False,91.67,82.31,92.61,91.44,0,Approved,False
SUP-000454,2023,1,SUP-0087,"Ferrell, Jones and Lewis",Raw Materials,Mexico,3085129.37,Low Risk,True,98.74,91.61,92.48,99.03,0,Approved,False
SUP-000455,2023,2,SUP-0087,"Ferrell, Jones and Lewis",Raw Materials,Mexico,3085129.37,Low Risk,True,78.75,71.22,61.73,74.5,2,Conditional Approval,True
SUP-000456,2023,3,SUP-0087,"Ferrell, Jones and Lewis",Raw Materials,Mexico,3085129.37,Low Risk,True,87.69,83.67,79.71,90.68,2,Approved,True
SUP-000457,2023,1,SUP-0088,Anderson-Bailey,Components,India,1902223.55,High Risk,False,44.58,42.44,34.32,38.69,6,Failed,True
SUP-000458,2023,1,SUP-0089,Suarez LLC,IT Services,Vietnam,4806000.18,Medium Risk,False,76.35,70.17,70.24,71.93,2,Conditional Approval,True
SUP-000459,2023,1,SUP-0090,Moore-Bass,Energy,Vietnam,2582691.61,Medium Risk,False,63.59,58.41,56.37,68.73,1,Requires Improvement,True
SUP-000460,2023,1,SUP-0091,"Turner, Riggs and Roman",Professional Services,USA,281407.14,Medium Risk,True,56.92,59.16,47.28,56.33,5,Requires Improvement,True
SUP-000461,2023,2,SUP-0091,"Turner, Riggs and Roman",Professional Services,USA,281407.14,Medium Risk,True,66.82,65.79,67.47,60.97,3,Conditional Approval,True
SUP-000462,2023,3,SUP-0091,"Turner, Riggs and Roman",Professional Services,USA,281407.14,Medium Risk,True,66.43,61.33,59.83,62.02,1,Conditional Approval,True
SUP-000463,2023,1,SUP-0092,"Smith, Montoya and Evans",Packaging,USA,1665288.45,Medium Risk,False,76.93,78.8,74.59,77.34,2,Conditional Approval,True
SUP-000464,2023,1,SUP-0093,"Garcia, Humphrey and Baker",Components,China,4529434.11,Low Risk,True,93.79,88.0,87.18,87.0,1,Approved,True
SUP-000465,2023,2,SUP-0093,"Garcia, Humphrey and Baker",Components,China,4529434.11,Low Risk,True,82.11,76.69,70.57,80.71,0,Conditional Approval,False
SUP-000466,2023,3,SUP-0093,"Garcia, Humphrey and Baker",Components,China,4529434.11,Low Risk,True,75.94,68.28,69.8,79.1,1,Conditional Approval,True
SUP-000467,2023,4,SUP-0093,"Garcia, Humphrey and Baker",Components,China,4529434.11,Low Risk,True,93.56,87.93,79.83,89.19,0,Approved,False
SUP-000468,2023,1,SUP-0094,Newton and Sons,Packaging,China,3970835.46,Low Risk,False,,90.59,88.91,81.36,0,Approved,False
SUP-000469,2023,1,SUP-0095,Campbell-Clark,Energy,Germany,570497.8,Medium Risk,False,70.52,66.77,64.51,73.61,1,Conditional Approval,True
SUP-000470,2023,1,SUP-0096,Harris-Walters,Professional Services,Germany,454362.0,High Risk,False,63.24,56.47,66.0,59.6,3,Requires Improvement,True
SUP-000471,2023,1,SUP-0097,Wagner-King,Components,South Korea,1413737.63,Medium Risk,False,65.64,63.47,59.09,69.31,4,Conditional Approval,True
SUP-000472,2023,1,SUP-0098,Davis Group,Packaging,Taiwan,1281446.46,Medium Risk,True,73.88,69.26,72.84,76.59,2,Conditional Approval,True
SUP-000473,2023,2,SUP-0098,Davis Group,Packaging,Taiwan,1281446.46,Medium Risk,True,80.93,79.68,75.62,77.05,0,Conditional Approval,False
SUP-000474,2023,3,SUP-0098,Davis Group,Packaging,Taiwan,1281446.46,Medium Risk,True,72.67,70.83,68.32,71.23,1,Conditional Approval,True
SUP-000475,2023,4,SUP-0098,Davis Group,Packaging,Taiwan,1281446.46,Medium Risk,True,66.18,64.69,64.97,61.55,4,Conditional Approval,True
SUP-000476,2023,1,SUP-0099,Williams-Cook,Facilities Management,Brazil,3573436.36,High Risk,True,65.74,60.73,58.23,62.45,4,Conditional Approval,True
SUP-000477,2023,2,SUP-0099,Williams-Cook,Facilities Management,Brazil,3573436.36,High Risk,True,49.95,50.98,52.59,49.52,6,Failed,True
SUP-000478,2023,1,SUP-0100,Walsh LLC,IT Services,Mexico,2983311.06,Low Risk,False,88.04,85.28,79.34,76.93,2,Approved,True
SUP-000479,2023,2,SUP-0100,Walsh LLC,IT Services,Mexico,2983311.06,Low Risk,False,93.45,87.32,84.71,90.02,2,Approved,True
SUP-000480,2023,1,SUP-0101,Figueroa PLC,Energy,China,3661347.34,Medium Risk,True,74.57,76.76,62.79,68.63,3,Conditional Approval,True
SUP-000481,2023,2,SUP-0101,Figueroa PLC,Energy,China,3661347.34,Medium Risk,True,57.26,53.64,46.9,56.23,5,Requires Improvement,True
SUP-000482,2023,3,SUP-0101,Figueroa PLC,Energy,China,3661347.34,Medium Risk,True,59.84,53.63,60.2,55.8,6,Requires Improvement,True
SUP-000483,2023,4,SUP-0101,Figueroa PLC,Energy,China,3661347.34,Medium Risk,True,73.95,76.3,76.95,66.14,1,Conditional Approval,True
SUP-000484,2023,1,SUP-0102,"Patterson, Smith and Jones",Components,Germany,3296206.1,High Risk,True,45.26,45.84,42.61,45.55,8,Failed,True
SUP-000485,2023,2,SUP-0102,"Patterson, Smith and Jones",Components,Germany,3296206.1,High Risk,True,34.71,32.25,32.26,29.5,7,Failed,True
SUP-000486,2023,3,SUP-0102,"Patterson, Smith and Jones",Components,Germany,3296206.1,High Risk,True,62.68,63.36,49.72,56.99,1,Requires Improvement,True
SUP-000487,2023,4,SUP-0102,"Patterson, Smith and Jones",Components,Germany,3296206.1,High Risk,True,37.8,33.45,35.81,41.86,3,Failed,True
SUP-000488,2023,1,SUP-0103,"Mckee, Gardner and Davenport",Professional Services,Other,3910618.11,High Risk,False,61.56,53.41,63.24,59.94,4,Requires Improvement,True
SUP-000489,2023,1,SUP-0104,"Tran, Jordan and Williams",Professional Services,China,2103261.52,High Risk,False,51.95,51.73,52.21,50.36,6,Requires Improvement,True
SUP-000490,2023,1,SUP-0105,Nolan-Flynn,IT Services,Vietnam,3427031.74,Low Risk,True,93.24,86.52,80.61,92.73,0,Approved,False
SUP-000491,2023,2,SUP-0105,Nolan-Flynn,IT Services,Vietnam,3427031.74,Low Risk,True,94.99,83.21,86.51,85.72,1,Approved,True
SUP-000492,2023,1,SUP-0106,Nolan and Sons,Facilities Management,Brazil,2402859.62,Low Risk,False,79.92,70.63,79.54,75.94,1,Conditional Approval,True
SUP-000493,2023,1,SUP-0107,"Wright, Garcia and Deleon",Packaging,Taiwan,1570852.73,Low Risk,False,83.92,83.09,70.06,81.78,0,Conditional Approval,False
SUP-000494,2023,1,SUP-0108,Dickson-Brady,Facilities Management,South Korea,3480469.93,Low Risk,True,93.19,84.12,86.39,86.96,1,Approved,True
SUP-000495,2023,2,SUP-0108,Dickson-Brady,Facilities Management,South Korea,3480469.93,Low Risk,True,98.61,100.0,91.67,96.24,1,Approved,True
SUP-000496,2023,3,SUP-0108,Dickson-Brady,Facilities Management,South Korea,3480469.93,Low Risk,True,89.29,88.13,88.68,79.88,2,Approved,True
SUP-000497,2023,4,SUP-0108,Dickson-Brady,Facilities Management,South Korea,3480469.93,Low Risk,True,82.47,79.5,82.6,82.71,2,Conditional Approval,True
SUP-000498,2023,1,SUP-0109,Hancock and Sons,Logistics,Germany,3491103.38,Medium Risk,False,73.38,68.81,70.39,70.62,1,Conditional Approval,True
SUP-000499,2023,1,SUP-0110,Johnson-Doyle,Components,Vietnam,4368294.73,Medium Risk,False,61.36,58.76,62.39,55.85,2,Requires Improvement,True
SUP-000500,2023,2,SUP-0110,Johnson-Doyle,Components,Vietnam,4368294.73,Medium Risk,False,63.4,57.3,59.52,60.16,4,Requires Improvement,True
SUP-000501,2023,1,SUP-0111,Patton-Jenkins,Energy,China,1586604.47,High Risk,True,33.26,32.46,33.4,35.64,3,Failed,True
SUP-000502,2023,2,SUP-0111,Patton-Jenkins,Energy,China,1586604.47,High Risk,True,61.84,63.18,57.22,57.51,1,Requires Improvement,True
SUP-000503,2023,3,SUP-0111,Patton-Jenkins,Energy,China,1586604.47,High Risk,True,40.82,42.03,41.87,34.27,5,Failed,True
SUP-000504,2023,1,SUP-0112,"Shields, Cochran and Adams",Raw Materials,Vietnam,2907025.79,High Risk,True,46.92,50.91,42.21,45.45,5,Failed,True
SUP-000505,2023,2,SUP-0112,"Shields, Cochran and Adams",Raw Materials,Vietnam,2907025.79,High Risk,True,63.02,58.92,58.6,64.95,1,Requires Improvement,True
SUP-000506,2023,1,SUP-0113,"Rodriguez, Brennan and Garrison",Facilities Management,China,4370536.44,Medium Risk,False,67.78,62.21,70.05,61.78,4,Conditional Approval,True
SUP-000507,2023,1,SUP-0114,Gonzalez Group,Packaging,India,1383911.59,Low Risk,True,85.84,83.42,83.37,88.37,0,Approved,False
SUP-000508,2023,2,SUP-0114,Gonzalez Group,Packaging,India,1383911.59,Low Risk,True,84.9,86.73,66.3,85.61,1,Conditional Approval,True
SUP-000509,2023,3,SUP-0114,Gonzalez Group,Packaging,India,1383911.59,Low Risk,True,83.49,83.52,72.45,80.98,0,Conditional Approval,False
SUP-000510,2023,1,SUP-0115,Torres-Pope,IT Services,Germany,3575579.47,Medium Risk,False,80.94,76.88,80.98,83.89,0,Conditional Approval,False
SUP-000511,2023,2,SUP-0115,Torres-Pope,IT Services,Germany,3575579.47,Medium Risk,False,63.46,61.17,62.36,60.46,4,Requires Improvement,True
SUP-000512,2023,1,SUP-0116,Walker Ltd,Professional Services,India,70687.97,High Risk,False,38.35,37.85,31.16,34.17,4,Failed,True
SUP-000513,2023,2,SUP-0116,Walker Ltd,Professional Services,India,70687.97,High Risk,False,67.86,66.18,57.03,62.46,3,Conditional Approval,True
SUP-000514,2023,1,SUP-0117,Ross LLC,IT Services,Germany,4777547.53,Medium Risk,False,63.9,63.5,64.51,65.41,2,Requires Improvement,True
SUP-000515,2023,2,SUP-0117,Ross LLC,IT Services,Germany,4777547.53,Medium Risk,False,58.55,54.0,55.61,52.06,3,Requires Improvement,True
SUP-000516,2023,1,SUP-0118,Rasmussen LLC,Logistics,China,4680399.47,Medium Risk,False,60.23,62.98,59.36,65.33,1,Requires Improvement,True
SUP-000517,2023,2,SUP-0118,Rasmussen LLC,Logistics,China,4680399.47,Medium Risk,False,80.91,76.89,80.13,77.65,0,Conditional Approval,False
SUP-000518,2023,1,SUP-0119,May-Ross,Raw Materials,USA,1478267.19,Low Risk,False,93.55,87.12,94.54,97.87,1,Approved,True
SUP-000519,2023,2,SUP-0119,May-Ross,Raw Materials,USA,1478267.19,Low Risk,False,95.01,88.51,95.92,81.11,0,Approved,False
SUP-000520,2023,1,SUP-0120,"Rivera, Johnson and Wiley",Packaging,USA,2019205.17,Low Risk,False,88.64,90.29,81.06,91.59,0,Approved,False
SUP-000521,2023,2,SUP-0120,"Rivera, Johnson and Wiley",Packaging,USA,2019205.17,Low Risk,False,96.69,89.14,84.68,87.88,2,Approved,True
SUP-000522,2023,1,SUP-0121,White-Estes,Professional Services,Vietnam,4675166.38,Medium Risk,True,70.56,73.52,70.83,69.46,1,Conditional Approval,True
SUP-000523,2023,2,SUP-0121,White-Estes,Professional Services,Vietnam,4675166.38,Medium Risk,True,61.05,57.96,59.28,64.13,1,Requires Improvement,True
