record_id,year,month,month_name,quarter,fiscal_period,facility_id,facility_name,country,region,policy_area,board_independence_pct,policy_compliance_pct,total_audit_findings,resolved_findings,open_findings,avg_resolution_days,whistleblower_per_1k,data_breach_incidents,regulatory_fines_usd,compliance_training_pct,board_status,compliance_status,resolution_status,fine_flag
GOV-0002252,2023,7,July,Q3,2023-07-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Data Privacy,45.75,86.51,3,2,1,48.9,3.53,0,0.0,79.64,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002253,2023,7,July,Q3,2023-07-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Environmental,47.67,84.77,1,0,1,44.6,2.97,0,0.0,78.47,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002254,2023,7,July,Q3,2023-07-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Health & Safety,48.0,86.68,2,1,1,40.7,3.22,0,0.0,78.11,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002255,2023,7,July,Q3,2023-07-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Human Rights,49.52,86.11,1,0,1,48.5,3.16,0,0.0,79.09,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002256,2023,7,July,Q3,2023-07-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Whistleblower,48.03,82.98,4,3,1,44.9,2.93,0,0.0,79.46,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002257,2023,7,July,Q3,2023-07-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Code of Conduct,49.18,82.03,4,2,2,44.9,3.17,0,0.0,80.14,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002258,2023,7,July,Q3,2023-07-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Conflict of Interest,51.85,84.71,3,2,1,44.3,3.06,0,0.0,80.49,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002259,2023,7,July,Q3,2023-07-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Supplier Standards,50.58,85.85,2,1,1,52.6,3.27,0,0.0,78.15,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002260,2023,7,July,Q3,2023-07-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Information Security,48.74,84.61,5,3,2,47.8,3.3,0,0.0,79.22,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002261,2023,7,July,Q3,2023-07-01,FAC-011,Monterrey Plant,Mexico,Latin America,Anti-Corruption,50.92,85.32,3,2,1,43.0,2.99,0,0.0,80.29,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002262,2023,7,July,Q3,2023-07-01,FAC-011,Monterrey Plant,Mexico,Latin America,Data Privacy,51.21,84.84,5,4,1,39.2,3.36,0,0.0,80.86,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002263,2023,7,July,Q3,2023-07-01,FAC-011,Monterrey Plant,Mexico,Latin America,Environmental,47.51,82.84,3,2,1,42.5,2.96,0,0.0,80.1,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002264,2023,7,July,Q3,2023-07-01,FAC-011,Monterrey Plant,Mexico,Latin America,Health & Safety,51.27,84.8,3,2,1,40.1,3.36,0,0.0,77.89,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002265,2023,7,July,Q3,2023-07-01,FAC-011,Monterrey Plant,Mexico,Latin America,Human Rights,51.29,82.67,4,3,1,45.2,3.02,0,0.0,80.19,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002266,2023,7,July,Q3,2023-07-01,FAC-011,Monterrey Plant,Mexico,Latin America,Whistleblower,50.43,82.72,0,0,0,43.1,3.15,0,0.0,77.59,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002267,2023,7,July,Q3,2023-07-01,FAC-011,Monterrey Plant,Mexico,Latin America,Code of Conduct,46.11,87.16,4,3,1,41.7,3.01,0,0.0,82.18,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002268,2023,7,July,Q3,2023-07-01,FAC-011,Monterrey Plant,Mexico,Latin America,Conflict of Interest,49.39,82.12,5,3,2,46.9,3.61,0,0.0,80.38,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002269,2023,7,July,Q3,2023-07-01,FAC-011,Monterrey Plant,Mexico,Latin America,Supplier Standards,49.07,84.75,4,2,2,39.4,3.5,0,0.0,81.64,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002270,2023,7,July,Q3,2023-07-01,FAC-011,Monterrey Plant,Mexico,Latin America,Information Security,46.97,82.58,0,0,0,42.6,3.19,0,0.0,79.53,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002271,2023,7,July,Q3,2023-07-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Anti-Corruption,51.47,84.77,2,1,1,44.6,3.29,0,0.0,78.9,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002272,2023,7,July,Q3,2023-07-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Data Privacy,50.22,83.0,5,4,1,44.9,3.44,0,0.0,75.58,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002273,2023,7,July,Q3,2023-07-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Environmental,50.95,85.77,4,2,2,43.1,3.21,0,0.0,82.31,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002274,2023,7,July,Q3,2023-07-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Health & Safety,48.35,85.64,1,0,1,42.4,3.25,0,0.0,78.43,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002275,2023,7,July,Q3,2023-07-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Human Rights,51.04,86.44,4,3,1,41.6,3.05,0,0.0,80.26,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002276,2023,7,July,Q3,2023-07-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Whistleblower,49.92,85.07,0,0,0,39.4,3.27,0,0.0,78.58,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002277,2023,7,July,Q3,2023-07-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Code of Conduct,50.72,85.73,3,2,1,45.1,2.84,0,0.0,77.17,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002278,2023,7,July,Q3,2023-07-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Conflict of Interest,49.43,80.28,2,1,1,43.3,3.11,0,0.0,79.78,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002279,2023,7,July,Q3,2023-07-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Supplier Standards,45.69,83.94,5,3,2,42.6,3.45,0,0.0,80.08,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002280,2023,7,July,Q3,2023-07-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Information Security,46.87,83.24,4,2,2,42.9,3.45,0,0.0,81.32,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002281,2023,8,August,Q3,2023-08-01,FAC-001,Chicago Main Plant,USA,North America,Anti-Corruption,49.72,84.06,2,1,1,43.5,3.35,0,0.0,76.52,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002282,2023,8,August,Q3,2023-08-01,FAC-001,Chicago Main Plant,USA,North America,Data Privacy,51.72,84.52,0,0,0,46.5,3.72,0,0.0,80.91,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002283,2023,8,August,Q3,2023-08-01,FAC-001,Chicago Main Plant,USA,North America,Environmental,51.91,81.38,2,1,1,42.8,2.81,0,0.0,79.78,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002284,2023,8,August,Q3,2023-08-01,FAC-001,Chicago Main Plant,USA,North America,Health & Safety,51.46,83.12,5,3,2,47.0,3.13,0,0.0,81.45,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002285,2023,8,August,Q3,2023-08-01,FAC-001,Chicago Main Plant,USA,North America,Human Rights,52.73,80.82,1,0,1,47.1,3.34,0,0.0,79.49,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002286,2023,8,August,Q3,2023-08-01,FAC-001,Chicago Main Plant,USA,North America,Whistleblower,47.49,84.05,3,2,1,38.3,3.1,0,0.0,80.97,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002287,2023,8,August,Q3,2023-08-01,FAC-001,Chicago Main Plant,USA,North America,Code of Conduct,48.92,85.57,3,2,1,43.8,3.04,0,0.0,81.73,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002288,2023,8,August,Q3,2023-08-01,FAC-001,Chicago Main Plant,USA,North America,Conflict of Interest,48.81,84.0,0,0,0,39.3,3.01,0,0.0,77.58,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002289,2023,8,August,Q3,2023-08-01,FAC-001,Chicago Main Plant,USA,North America,Supplier Standards,51.63,86.64,3,2,1,50.8,3.3,0,0.0,78.35,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002290,2023,8,August,Q3,2023-08-01,FAC-001,Chicago Main Plant,USA,North America,Information Security,49.13,81.85,4,3,1,46.9,3.21,0,0.0,82.36,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002291,2023,8,August,Q3,2023-08-01,FAC-002,Detroit Assembly,USA,North America,Anti-Corruption,49.8,86.84,5,3,2,35.7,3.3,0,0.0,79.11,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002292,2023,8,August,Q3,2023-08-01,FAC-002,Detroit Assembly,USA,North America,Data Privacy,49.98,87.96,1,0,1,46.7,3.0,0,0.0,80.76,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002293,2023,8,August,Q3,2023-08-01,FAC-002,Detroit Assembly,USA,North America,Environmental,49.67,85.48,0,0,0,37.4,3.19,0,0.0,77.87,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002294,2023,8,August,Q3,2023-08-01,FAC-002,Detroit Assembly,USA,North America,Health & Safety,47.1,86.29,4,2,2,40.1,3.72,0,0.0,79.34,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002295,2023,8,August,Q3,2023-08-01,FAC-002,Detroit Assembly,USA,North America,Human Rights,49.49,84.3,5,4,1,46.6,3.24,0,0.0,79.12,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002296,2023,8,August,Q3,2023-08-01,FAC-002,Detroit Assembly,USA,North America,Whistleblower,50.42,86.24,0,0,0,45.2,3.45,0,0.0,76.62,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002297,2023,8,August,Q3,2023-08-01,FAC-002,Detroit Assembly,USA,North America,Code of Conduct,51.66,84.85,2,1,1,42.5,3.3,0,0.0,80.72,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002298,2023,8,August,Q3,2023-08-01,FAC-002,Detroit Assembly,USA,North America,Conflict of Interest,46.97,81.58,5,4,1,43.6,3.01,0,0.0,77.37,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002299,2023,8,August,Q3,2023-08-01,FAC-002,Detroit Assembly,USA,North America,Supplier Standards,46.97,86.52,3,2,1,38.2,3.44,0,0.0,80.96,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002300,2023,8,August,Q3,2023-08-01,FAC-002,Detroit Assembly,USA,North America,Information Security,49.25,87.01,3,2,1,45.3,3.25,0,0.0,78.42,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002301,2023,8,August,Q3,2023-08-01,FAC-003,Toronto Operations,Canada,North America,Anti-Corruption,51.25,85.59,5,4,1,43.9,3.57,0,0.0,77.79,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002302,2023,8,August,Q3,2023-08-01,FAC-003,Toronto Operations,Canada,North America,Data Privacy,50.79,85.3,3,2,1,47.0,3.41,0,0.0,78.89,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002303,2023,8,August,Q3,2023-08-01,FAC-003,Toronto Operations,Canada,North America,Environmental,47.0,84.47,5,3,2,41.3,3.53,0,0.0,80.35,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002304,2023,8,August,Q3,2023-08-01,FAC-003,Toronto Operations,Canada,North America,Health & Safety,52.2,83.6,3,1,2,41.8,3.32,0,0.0,81.32,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002305,2023,8,August,Q3,2023-08-01,FAC-003,Toronto Operations,Canada,North America,Human Rights,48.49,84.92,2,1,1,44.4,3.73,1,0.0,80.6,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002306,2023,8,August,Q3,2023-08-01,FAC-003,Toronto Operations,Canada,North America,Whistleblower,49.59,85.95,5,4,1,49.0,3.17,0,0.0,77.39,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002307,2023,8,August,Q3,2023-08-01,FAC-003,Toronto Operations,Canada,North America,Code of Conduct,52.06,83.7,3,2,1,40.0,3.51,0,0.0,77.73,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002308,2023,8,August,Q3,2023-08-01,FAC-003,Toronto Operations,Canada,North America,Conflict of Interest,52.67,84.95,3,2,1,44.3,3.29,0,0.0,80.98,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002309,2023,8,August,Q3,2023-08-01,FAC-003,Toronto Operations,Canada,North America,Supplier Standards,49.59,86.35,0,0,0,41.3,3.39,0,0.0,80.01,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002310,2023,8,August,Q3,2023-08-01,FAC-003,Toronto Operations,Canada,North America,Information Security,48.63,82.88,4,2,2,45.6,3.32,0,0.0,80.16,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002311,2023,8,August,Q3,2023-08-01,FAC-004,Munich Precision Works,Germany,Europe,Anti-Corruption,48.55,82.21,1,0,1,41.0,3.3,0,0.0,80.27,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002312,2023,8,August,Q3,2023-08-01,FAC-004,Munich Precision Works,Germany,Europe,Data Privacy,49.49,84.67,1,0,1,43.5,3.6,0,0.0,80.25,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002313,2023,8,August,Q3,2023-08-01,FAC-004,Munich Precision Works,Germany,Europe,Environmental,48.97,82.31,4,3,1,46.1,3.93,0,0.0,78.06,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002314,2023,8,August,Q3,2023-08-01,FAC-004,Munich Precision Works,Germany,Europe,Health & Safety,50.71,86.82,4,3,1,46.1,3.08,0,0.0,82.65,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002315,2023,8,August,Q3,2023-08-01,FAC-004,Munich Precision Works,Germany,Europe,Human Rights,48.33,84.27,3,2,1,50.7,3.15,0,0.0,77.11,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002316,2023,8,August,Q3,2023-08-01,FAC-004,Munich Precision Works,Germany,Europe,Whistleblower,49.77,88.53,1,0,1,44.5,3.14,0,0.0,78.21,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002317,2023,8,August,Q3,2023-08-01,FAC-004,Munich Precision Works,Germany,Europe,Code of Conduct,53.59,86.81,5,3,2,45.5,3.72,0,0.0,80.31,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002318,2023,8,August,Q3,2023-08-01,FAC-004,Munich Precision Works,Germany,Europe,Conflict of Interest,49.12,85.48,1,0,1,39.7,3.13,0,0.0,78.84,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002319,2023,8,August,Q3,2023-08-01,FAC-004,Munich Precision Works,Germany,Europe,Supplier Standards,52.69,85.76,4,2,2,44.5,3.21,0,0.0,78.74,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002320,2023,8,August,Q3,2023-08-01,FAC-004,Munich Precision Works,Germany,Europe,Information Security,49.81,86.01,1,0,1,41.3,3.26,0,0.0,79.67,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002321,2023,8,August,Q3,2023-08-01,FAC-005,Stuttgart Engineering,Germany,Europe,Anti-Corruption,49.11,84.99,3,2,1,45.3,3.17,0,0.0,80.94,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002322,2023,8,August,Q3,2023-08-01,FAC-005,Stuttgart Engineering,Germany,Europe,Data Privacy,49.97,84.09,4,3,1,45.2,3.41,0,0.0,77.05,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002323,2023,8,August,Q3,2023-08-01,FAC-005,Stuttgart Engineering,Germany,Europe,Environmental,48.2,87.53,3,2,1,43.2,3.28,0,0.0,78.99,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002324,2023,8,August,Q3,2023-08-01,FAC-005,Stuttgart Engineering,Germany,Europe,Health & Safety,48.14,82.83,5,3,2,44.7,3.34,0,0.0,79.59,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002325,2023,8,August,Q3,2023-08-01,FAC-005,Stuttgart Engineering,Germany,Europe,Human Rights,47.68,86.99,4,3,1,46.8,2.85,0,0.0,79.98,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002326,2023,8,August,Q3,2023-08-01,FAC-005,Stuttgart Engineering,Germany,Europe,Whistleblower,48.34,81.76,1,0,1,36.3,2.82,0,0.0,77.81,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002327,2023,8,August,Q3,2023-08-01,FAC-005,Stuttgart Engineering,Germany,Europe,Code of Conduct,51.02,84.51,5,3,2,43.5,3.5,0,0.0,80.28,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002328,2023,8,August,Q3,2023-08-01,FAC-005,Stuttgart Engineering,Germany,Europe,Conflict of Interest,51.56,83.29,0,0,0,44.2,3.47,0,0.0,78.73,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002329,2023,8,August,Q3,2023-08-01,FAC-005,Stuttgart Engineering,Germany,Europe,Supplier Standards,50.44,85.04,2,1,1,43.9,3.33,0,0.0,77.75,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002330,2023,8,August,Q3,2023-08-01,FAC-005,Stuttgart Engineering,Germany,Europe,Information Security,51.74,87.18,0,0,0,45.8,2.87,0,0.0,77.15,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002331,2023,8,August,Q3,2023-08-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Anti-Corruption,48.16,85.7,1,0,1,44.3,3.2,0,0.0,80.9,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002332,2023,8,August,Q3,2023-08-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Data Privacy,48.5,88.29,0,0,0,35.0,2.97,0,0.0,80.76,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002333,2023,8,August,Q3,2023-08-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Environmental,49.74,87.83,0,0,0,43.7,3.04,0,0.0,82.81,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002334,2023,8,August,Q3,2023-08-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Health & Safety,44.64,85.4,4,2,2,42.2,3.21,0,0.0,77.6,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002335,2023,8,August,Q3,2023-08-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Human Rights,48.93,84.3,1,0,1,42.8,3.2,0,0.0,81.71,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002336,2023,8,August,Q3,2023-08-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Whistleblower,49.51,83.41,3,2,1,41.7,2.92,0,0.0,78.77,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002337,2023,8,August,Q3,2023-08-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Code of Conduct,50.09,82.6,0,0,0,44.2,3.42,0,0.0,77.98,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002338,2023,8,August,Q3,2023-08-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Conflict of Interest,51.88,85.37,5,3,2,41.0,3.37,0,0.0,79.12,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002339,2023,8,August,Q3,2023-08-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Supplier Standards,45.33,84.97,3,2,1,44.0,2.96,0,0.0,79.89,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002340,2023,8,August,Q3,2023-08-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Information Security,48.91,81.69,0,0,0,43.1,2.84,0,0.0,79.4,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002341,2023,8,August,Q3,2023-08-01,FAC-007,Lyon Components,France,Europe,Anti-Corruption,49.09,86.42,3,1,2,43.9,3.27,0,0.0,81.23,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002342,2023,8,August,Q3,2023-08-01,FAC-007,Lyon Components,France,Europe,Data Privacy,49.05,84.84,5,4,1,42.1,3.59,0,0.0,77.52,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002343,2023,8,August,Q3,2023-08-01,FAC-007,Lyon Components,France,Europe,Environmental,50.24,84.69,4,3,1,44.9,3.22,0,0.0,78.03,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002344,2023,8,August,Q3,2023-08-01,FAC-007,Lyon Components,France,Europe,Health & Safety,48.77,84.57,1,0,1,39.0,2.74,0,0.0,83.17,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002345,2023,8,August,Q3,2023-08-01,FAC-007,Lyon Components,France,Europe,Human Rights,49.48,85.56,2,1,1,43.6,3.16,0,0.0,79.17,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002346,2023,8,August,Q3,2023-08-01,FAC-007,Lyon Components,France,Europe,Whistleblower,50.32,84.43,0,0,0,45.8,3.25,0,0.0,78.74,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002347,2023,8,August,Q3,2023-08-01,FAC-007,Lyon Components,France,Europe,Code of Conduct,48.65,83.36,5,3,2,47.2,3.13,0,0.0,81.77,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002348,2023,8,August,Q3,2023-08-01,FAC-007,Lyon Components,France,Europe,Conflict of Interest,51.76,83.7,2,1,1,41.5,3.15,0,0.0,75.59,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002349,2023,8,August,Q3,2023-08-01,FAC-007,Lyon Components,France,Europe,Supplier Standards,51.74,82.77,2,1,1,39.8,3.59,0,0.0,79.88,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002350,2023,8,August,Q3,2023-08-01,FAC-007,Lyon Components,France,Europe,Information Security,51.67,84.33,0,0,0,45.7,3.11,0,0.0,78.49,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002351,2023,8,August,Q3,2023-08-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Anti-Corruption,48.78,84.62,2,1,1,33.9,3.18,0,11473.34,77.04,Below Target,Non-Compliant,Slightly Delayed,True
GOV-0002352,2023,8,August,Q3,2023-08-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Data Privacy,50.23,85.73,4,3,1,44.3,3.15,0,0.0,79.5,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002353,2023,8,August,Q3,2023-08-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Environmental,52.7,83.13,1,0,1,43.3,3.08,0,0.0,83.35,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002354,2023,8,August,Q3,2023-08-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Health & Safety,50.68,86.81,2,1,1,42.0,3.24,0,0.0,76.53,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002355,2023,8,August,Q3,2023-08-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Human Rights,47.93,86.23,4,3,1,44.1,3.42,0,0.0,78.24,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002356,2023,8,August,Q3,2023-08-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Whistleblower,48.58,83.42,1,0,1,38.5,3.62,0,0.0,77.32,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002357,2023,8,August,Q3,2023-08-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Code of Conduct,49.78,85.01,3,2,1,44.0,2.98,0,0.0,81.65,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002358,2023,8,August,Q3,2023-08-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Conflict of Interest,49.71,84.88,0,0,0,43.2,3.51,0,0.0,79.25,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002359,2023,8,August,Q3,2023-08-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Supplier Standards,50.77,81.97,2,1,1,48.6,3.04,0,0.0,79.0,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002360,2023,8,August,Q3,2023-08-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Information Security,48.94,83.62,5,3,2,49.0,3.24,0,0.0,76.84,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002361,2023,8,August,Q3,2023-08-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Anti-Corruption,52.03,85.33,5,3,2,44.9,2.99,0,0.0,77.51,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002362,2023,8,August,Q3,2023-08-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Data Privacy,47.49,81.74,3,2,1,38.7,3.37,0,0.0,76.27,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002363,2023,8,August,Q3,2023-08-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Environmental,49.81,84.78,1,0,1,50.6,3.0,0,0.0,80.46,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0002364,2023,8,August,Q3,2023-08-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Health & Safety,47.39,85.39,3,2,1,46.7,3.04,0,0.0,77.34,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002365,2023,8,August,Q3,2023-08-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Human Rights,52.64,87.42,4,3,1,43.4,3.67,0,0.0,79.11,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002366,2023,8,August,Q3,2023-08-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Whistleblower,50.51,85.48,1,0,1,45.6,3.22,0,0.0,78.86,Below Target,Near Compliant,Significantly Delayed,False
GOV-0002367,2023,8,August,Q3,2023-08-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Code of Conduct,49.59,85.76,4,2,2,37.0,3.17,0,0.0,81.15,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002368,2023,8,August,Q3,2023-08-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Conflict of Interest,49.64,85.37,3,2,1,37.6,3.33,0,0.0,78.75,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002369,2023,8,August,Q3,2023-08-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Supplier Standards,48.44,84.2,2,1,1,43.9,3.18,0,0.0,76.84,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002370,2023,8,August,Q3,2023-08-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Information Security,50.52,87.74,1,0,1,42.5,2.8,0,0.0,79.93,Below Target,Near Compliant,Slightly Delayed,False
GOV-0002371,2023,8,August,Q3,2023-08-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Anti-Corruption,49.22,84.92,5,4,1,41.3,3.38,0,0.0,80.49,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002372,2023,8,August,Q3,2023-08-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Data Privacy,51.66,84.77,3,1,2,44.7,2.95,0,0.0,79.41,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0002373,2023,8,August,Q3,2023-08-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Environmental,46.16,84.72,1,0,1,44.5,2.97,1,0.0,80.79,Below Target,Non-Compliant,Slightly Delayed,False
